,year,selling_price,km_driven,mileage,engine,max_power,seats
2976,2017,1515000,15000,17.1,1956,170.0,5
2977,2016,160000,50000,16.2,995,62.1,5
2978,2016,215000,60000,25.44,936,56.3,5
2979,2014,480000,72000,19.1,1197,85.8,5
2980,2012,140000,195000,21.12,1248,88.8,5
2981,2012,200000,70000,21.1,814,55.2,5
2982,2013,400000,83000,23.08,1461,63.1,5
2983,2012,180000,100000,21.1,814,55.2,5
2984,2015,550000,25000,20.4,1197,81.8,5
2985,2016,550000,50000,25.2,1248,74.0,5
2986,2012,550000,67000,20.77,1248,88.76,7
2987,2011,270000,30000,19.0,998,67.1,5
2988,2013,315000,85000,23.08,1461,63.12,5
2989,2018,875000,25000,16.55,2498,105.0,6
2990,2007,400000,170000,12.8,2494,102.0,8
2991,2014,540000,110000,14.0,2523,75.0,8
2992,2011,360000,80000,22.32,1582,126.32,5
2993,2014,300000,31000,20.51,998,67.04,5
2994,2014,350000,100000,24.0,1120,70.0,5
2995,2016,650000,130000,17.45,1493,100.0,7
2996,2016,350000,20000,20.51,998,67.04,5
2997,2017,700000,60000,22.77,1498,98.59,5
2998,2013,415000,102996,23.4,1248,74.0,5
2999,2019,1460000,5000,17.3,1497,121.0,7
3000,2016,625000,120000,18.49,1493,100.0,7
3001,2015,550000,60000,22.54,1396,88.73,5
3002,2012,595000,129000,15.1,2179,140.0,7
3003,2015,550000,67000,21.2,1248,75.0,5
3004,2010,400000,120000,13.93,2179,138.03,7
3005,2015,500000,96500,20.5,1248,91.72,5
3006,2017,340000,52412,18.9,998,67.1,5
3007,2012,480000,85472,12.05,2179,120.0,8
3008,2013,480000,87452,22.77,1498,98.59,5
3009,2008,100000,66530,18.9,1061,67.0,5
3010,2013,290000,40000,18.5,1197,82.85,5
3011,2010,285000,79000,16.8,1497,116.3,5
3012,2016,625000,50000,18.49,1493,100.0,7
3013,2012,170000,60000,20.3,1248,75.0,5
3014,2018,459999,35000,17.57,1193,88.7,5
3015,2015,450000,120000,20.5,1248,91.72,5
3016,2017,600000,15000,17.19,1197,81.86,5
3017,2013,178000,70000,30.46,796,47.3,5
3018,2016,300000,5000,22.74,796,47.3,5
3019,2009,150000,40000,19.7,796,46.3,5
3020,2019,590000,10000,18.6,1197,81.86,5
3021,2016,310000,25000,21.1,814,55.2,5
3022,2017,400000,53000,17.57,1193,88.7,5
3023,2014,520000,110000,12.05,2179,120.0,9
3024,2003,65000,70000,18.9,998,67.1,5
3025,2015,509999,75000,25.8,1498,98.6,5
3026,2012,221000,70000,18.9,998,67.1,5
3027,2002,350000,60000,11.96,1298,80.0,8
3028,2010,1750000,110000,12.07,2967,241.4,7
3029,2013,600000,60000,12.05,2179,120.0,8
3030,2016,1100000,70000,19.67,1582,126.2,5
3031,2010,285000,80000,23.0,1396,90.0,5
3032,2011,190000,20000,18.0,995,62.0,5
3033,2012,350000,110000,16.95,1498,97.7,5
3034,2014,400000,40000,18.9,1197,82.0,5
3035,2015,434999,90000,18.6,1197,81.83,5
3036,2014,450000,50000,19.1,1197,85.8,5
3037,2001,45000,137000,18.5,796,53.0,5
3038,2015,450000,60000,18.6,1197,81.83,5
3039,2017,580000,30000,25.2,1248,74.0,5
3040,2016,900000,98000,19.67,1582,126.2,5
3041,2016,750000,50000,24.52,1248,88.5,7
3042,2009,140000,120000,19.09,1396,69.0,5
3043,2017,525000,30000,18.9,1197,81.86,5
3044,2016,399000,40000,23.84,1199,84.0,5
3045,2012,275000,90000,19.0,1405,71.0,5
3046,2011,340000,80000,21.9,1396,90.0,5
3047,2007,70000,110000,17.2,1396,53.5,5
3048,2017,430000,38000,23.84,1199,84.0,5
3049,2017,430000,35000,23.84,1199,84.0,5
3050,2014,320000,70000,20.51,998,67.04,5
3051,2005,95000,125000,19.43284223558543,1435,88.10307019094766,5
3052,2010,229999,140000,18.4,1248,75.0,5
3053,2007,200000,120000,19.43284223558543,1435,88.10307019094766,5
3054,2017,500000,80000,23.08,1461,63.1,5
3055,2010,315000,120000,13.6,2523,63.0,7
3056,2011,265000,80000,18.9,998,67.1,5
3057,2015,350000,110000,25.83,1498,99.0,5
3058,2012,200000,230000,23.57,1396,70.0,5
3059,2014,425000,25000,18.6,1197,81.83,5
3060,2019,900000,35000,23.0,1498,98.96,5
3061,2011,165000,97000,19.81,1086,68.05,5
3062,2016,850000,120000,19.08,1582,126.2,5
3063,2016,850000,120000,23.9,1582,126.32,5
3064,2014,550000,80000,16.55,2498,105.0,6
3065,2011,500000,60000,19.3,1248,73.9,5
3066,2011,160000,60000,19.81,1086,68.05,5
3067,2015,375000,30000,19.1,1197,82.0,5
3068,2016,500000,35000,26.59,1248,74.0,5
3069,2017,1350000,25000,16.0,2179,140.0,7
3070,2018,600000,40000,21.66,1498,108.62,5
3071,2017,1450000,7000,14.53,1794,138.1,5
3072,2017,550000,23456,18.9,1197,82.0,5
3073,2015,1225000,39000,16.0,2179,140.0,7
3074,2017,700000,15000,17.5,1199,88.7,5
3075,2013,530000,40000,23.4,1248,74.0,5
3076,2018,750000,15000,22.0,1197,81.8,5
3077,2010,150000,70000,18.6,1199,79.4,5
3078,2014,475000,40000,19.1,1197,85.8,5
3079,2008,375000,136500,12.7,2609,120.0,8
3080,2016,425000,70000,25.32,1198,77.0,6
3081,2015,800000,90000,25.1,1498,98.6,5
3082,1996,40000,32000,16.1,796,37.0,4
3083,2018,509999,8000,20.51,998,67.0,5
3084,2015,387000,170000,23.59,1364,67.04,5
3085,2000,95000,120000,12.2,1948,68.0,10
3086,2010,340000,110000,17.8,1248,75.0,5
3087,2016,1000000,100000,16.0,2179,140.0,7
3088,2009,160000,115000,13.8,1399,68.0,5
3089,2008,260000,90000,17.8,1248,75.0,5
3090,2018,860000,40000,18.2,1199,88.7,5
3091,2008,114999,55000,13.9,1599,103.2,5
3092,2007,100000,90000,19.7,796,46.3,5
3093,2014,565000,111000,20.34,1498,103.2,5
3094,2013,450000,120000,11.68,2498,112.0,7
3095,2017,625000,15000,21.4,1197,83.1,5
3096,2016,280000,30000,22.74,796,47.3,5
3097,2017,330000,50000,23.95,998,67.05,5
3098,2015,1300000,40000,19.67,1582,126.2,5
3099,2008,65000,50000,15.3,1396,70.0,5
3100,2018,480000,45000,23.84,1199,84.0,5
3101,2009,500000,80000,13.93,2179,138.0,7
3102,2012,320000,120000,11.68,2498,112.0,7
3103,2017,620000,100000,16.5,1493,70.0,7
3104,2011,300000,120000,19.3,1248,73.9,5
3105,2018,1405000,15000,15.8,1591,121.3,5
3106,2017,282000,15000,24.7,796,47.3,5
3107,2017,700000,15000,21.21,1197,81.8,5
3108,2012,290000,80000,20.5,1598,103.5,5
3109,2011,430000,80000,18.1,1991,147.9,4
3110,2017,575000,19000,18.6,1197,81.83,5
3111,2017,875000,42000,15.29,1591,121.3,5
3112,2012,229999,120000,23.2,1248,73.94,5
3113,2019,800000,10000,19.56,1197,81.8,5
3114,2009,60000,110000,16.5,995,63.0,5
3115,2009,150000,110000,15.0,1586,104.68,5
3116,2007,100000,90000,23.57,1396,70.0,5
3117,2015,900000,90000,15.29,1591,121.3,5
3118,2018,850000,50000,22.54,1396,88.73,5
3119,2014,220000,50000,25.44,936,56.3,5
3120,2012,125000,120000,22.3,1248,74.0,5
3121,2017,400000,40000,23.84,1199,84.0,5
3122,2002,50000,62000,16.1,796,37.0,4
3123,2018,1000000,10000,17.0,1591,121.3,5
3124,2014,600000,160000,25.1,1498,98.6,5
3125,2010,250000,60000,17.0,1197,80.0,5
3126,2005,120000,60000,18.9,998,67.1,5
3127,2014,390000,78000,11.68,2498,112.0,7
3128,2019,458000,30000,20.3,1086,68.0,5
3129,2018,950000,20000,23.0,1498,98.96,5
3130,2013,400000,70000,22.9,1248,74.0,5
3131,2015,400000,70000,18.9,1197,82.0,5
3132,2013,450000,80000,13.7,2197,138.1,7
3133,2006,350000,90000,12.7,2609,116.6,8
3134,2010,250000,80000,22.07,1199,73.9,5
3135,2013,450000,146000,15.96,2523,62.1,7
3136,2013,157000,47200,16.1,796,37.0,4
3137,2018,1500000,60000,15.1,2179,152.87,7
3138,2007,75000,100000,15.3,1193,65.3,5
3139,2010,280000,100000,14.8,2499,80.0,10
3140,2012,250999,120000,15.3,2956,83.8,7
3141,2010,350000,80000,12.5,1794,132.0,5
3142,2016,300000,34000,23.01,999,67.0,5
3143,2017,819999,50000,19.87,1461,83.8,5
3144,2010,409999,100000,19.61,1405,70.0,5
3145,2008,275000,52000,13.9,1599,103.2,5
3146,2013,497000,110000,20.77,1248,88.76,7
3147,2015,500000,70000,18.6,1197,81.83,5
3148,2019,2700000,10000,13.8,2999,174.57,7
3149,2019,975000,30000,23.0,1498,98.96,5
3150,2018,620000,15000,20.4,1194,94.93,5
3151,2019,1227000,5000,18.0,1497,117.6,5
3152,2018,950000,40000,23.0,1498,98.96,5
3153,2019,1700000,16500,13.96,1451,141.0,5
3154,2014,545000,110000,20.77,1248,88.76,7
3155,2011,400000,72000,22.9,1248,74.0,5
3156,2015,562000,60000,27.39,1248,74.0,5
3157,1999,155000,100000,14.8,1998,68.0,5
3158,2009,210000,120000,19.43284223558543,1435,88.10307019094766,5
3159,2015,590000,80000,25.01,1498,89.75,5
3160,2017,484999,30000,20.89,1197,81.8,5
3161,2008,500000,219000,12.8,2494,102.0,8
3162,2017,300000,80000,24.7,796,47.3,5
3163,2016,750000,80000,28.09,1248,88.5,5
3164,2016,574000,35000,20.85,1197,83.14,5
3165,2013,200000,167000,22.3,1248,88.8,5
3166,2016,1100000,94000,19.67,1582,126.2,5
3167,2012,350000,80000,17.92,1086,62.1,5
3168,1998,70000,100000,16.1,796,37.0,4
3169,2005,120000,90000,13.8,1299,70.0,5
3170,2012,700000,246000,12.99,2494,100.0,7
3171,2019,500000,10000,21.4,1197,83.1,5
3172,2019,600000,5200,20.3,1199,83.81,5
3173,2006,100000,120000,17.3,993,60.0,5
3174,2013,409999,90000,22.9,1248,74.0,5
3175,2016,750000,50000,18.0,1497,117.3,5
3176,2017,600000,5000,18.9,1197,81.86,5
3177,2018,550000,10500,18.15,1198,82.0,6
3178,2018,950000,26000,19.6,1461,108.45,5
3179,2006,650000,40000,11.7,1796,178.0,5
3180,2010,350000,60000,14.53,1798,138.0,5
3181,2015,700000,25000,15.85,1499,110.4,5
3182,2011,335000,15000,17.5,1298,85.8,5
3183,2012,270000,110000,19.3,1248,73.9,5
3184,2010,320000,100000,19.3,1248,73.9,5
3185,2007,120000,120000,17.8,1086,63.0,5
3186,2010,730000,55000,12.3,1781,163.2,5
3187,2007,125000,120000,15.0,1586,104.68,5
3188,2007,150000,35000,18.2,1061,64.0,5
3189,2018,310000,13000,24.7,796,47.3,5
3190,2015,625000,50000,26.59,1248,74.0,5
3191,2012,267000,40000,20.36,1197,78.9,5
3192,2016,600000,25000,17.19,1197,81.86,5
3193,2019,700000,5000,23.87,1197,88.5,5
3194,2013,121000,50000,16.1,796,37.0,4
3195,2014,350000,80000,18.9,1197,82.0,5
3196,2012,869999,225000,12.99,2494,100.0,8
3197,2015,750000,70000,19.01,1461,108.5,5
3198,2015,484999,100000,15.96,2523,63.0,9
3199,2006,120000,90000,13.1,1493,82.0,5
3200,2010,150000,225000,14.0,1948,90.0,9
3201,2016,3100000,90000,15.04,2755,174.5,7
3202,2019,750000,6500,21.21,1197,81.8,5
3203,2010,350000,80000,11.96,1298,80.0,8
3204,2008,400000,100000,12.05,2179,120.0,7
3205,2015,570000,120000,23.59,1364,67.05,5
3206,2012,180000,120000,21.1,814,55.2,5
3207,2006,280000,150000,18.7,1896,66.0,5
3208,2005,90000,120000,16.1,1405,70.0,5
3209,2015,2600000,100000,15.26,2143,203.2,5
3210,2018,700000,63000,15.3,2956,83.83,7
3211,2016,1850000,40000,17.9,2143,136.0,5
3212,2015,685000,109000,22.7,1498,89.84,5
3213,2015,565000,114000,25.2,1248,73.94,5
3214,2014,395000,160000,24.0,1120,70.0,5
3215,2013,425000,101000,21.9,1396,88.76,5
3216,2016,1950000,45000,16.38,1995,183.0,5
3217,2018,535000,31000,24.04,999,67.0,5
3218,2016,434999,55000,20.52,1197,81.8,5
3219,2014,700000,117000,22.32,1582,126.32,5
3220,2012,900000,108000,17.42,1968,175.0,5
3221,2015,425000,75000,20.52,1197,81.8,5
3222,2011,1600000,74000,10.0,2148,170.0,5
3223,2013,325000,158000,24.4,1499,98.96,5
3224,2017,980000,53000,17.6,2179,147.94,7
3225,2017,1920000,20000,16.3,1956,170.0,5
3226,2020,808000,5000,18.24,999,108.6,5
3227,2010,215000,64000,19.7,796,46.3,5
3228,2016,512000,10500,18.16,1196,86.8,5
3229,2011,215000,50000,19.7,796,46.3,5
3230,2012,500000,60000,20.5,1598,103.5,5
3231,2015,700000,35000,21.14,1498,103.52,5
3232,2012,525000,135000,13.93,2179,138.03,7
3233,2011,550000,70000,12.05,2179,120.0,9
3234,2017,675000,5000,18.6,1197,81.83,5
3235,2008,140000,80000,17.92,1086,62.1,5
3236,2011,430000,120000,12.05,2179,120.0,8
3237,2011,270000,167000,19.43284223558543,1435,88.10307019094766,5
3238,2014,300000,10000,20.51,998,67.04,5
3239,2015,180000,35000,22.74,796,47.3,5
3240,2007,125000,50000,15.3,1193,65.3,5
3241,2006,150000,80000,19.43284223558543,1435,88.10307019094766,5
3242,2006,95000,60898,19.43284223558543,1435,88.10307019094766,5
3243,2018,810000,29700,25.1,1248,88.5,5
3244,2018,671000,20000,18.6,1368,98.63,5
3245,2018,295000,20000,24.7,796,47.3,5
3246,2017,850000,40000,24.52,1248,88.5,7
3247,2013,409999,90000,22.9,1248,74.0,5
3248,2015,600000,90000,16.02,1373,93.7,7
3249,2015,600000,80000,15.96,2523,62.1,7
3250,2012,220000,60000,18.9,998,67.1,5
3251,2014,650000,50000,14.0,2523,75.0,8
3252,2006,130000,74000,13.7,1948,68.0,7
3253,2014,400000,123000,19.01,1461,108.45,5
3254,2007,250000,60000,19.43284223558543,1435,88.10307019094766,5
3255,2013,250000,50000,15.64,1193,64.1,5
3256,2014,400000,80000,18.9,1197,82.0,5
3257,2019,500000,10000,19.02,1198,67.05,5
3258,2018,565000,10000,20.3,1086,68.0,5
3259,2018,900000,40000,23.0,1498,98.96,5
3260,2017,650000,120000,16.5,1493,70.0,7
3261,2013,600000,45000,15.96,2523,62.1,7
3262,2018,800000,35000,28.4,1248,74.02,5
3263,2011,190000,80000,15.5,1586,103.3,5
3264,2017,750000,37000,23.0,1498,98.96,5
3265,2018,625000,22000,21.4,1197,83.1,5
3266,2018,799000,60000,22.54,1396,88.73,5
3267,2017,850000,27000,20.73,1373,91.1,5
3268,2012,130000,70000,18.0,995,62.0,5
3269,2018,900000,35000,16.55,2498,105.0,6
3270,2015,800000,70000,15.4,1997,120.0,7
3271,2015,250999,43000,21.1,814,55.2,5
3272,2011,250000,110000,15.0,1368,90.0,5
3273,2009,100000,100000,15.7,1172,67.0,5
3274,2016,450000,64000,20.4,1197,81.8,5
3275,2017,575000,96000,19.87,1461,83.8,5
3276,2013,400000,96000,20.46,1461,83.8,5
3277,2019,480000,7600,21.63,998,67.0,5
3278,2007,150000,120000,17.0,1405,70.0,5
3279,2017,600000,50000,22.95,1248,74.0,5
3280,2015,500000,50000,24.4,1120,71.0,5
3281,2015,425000,80000,23.0,1248,88.7,5
3282,2003,108000,200000,13.1,1493,82.0,5
3283,2015,1030000,190000,12.99,2494,100.6,7
3284,2015,360000,34000,20.51,998,67.04,5
3285,2012,290000,80000,16.47,1198,73.9,5
3286,2003,70000,20000,15.9,1527,57.0,5
3287,2011,735000,200000,12.8,2494,102.0,7
3288,2007,190000,70000,19.81,1086,68.05,5
3289,2014,1365000,80800,12.99,2494,100.6,8
3290,2018,675000,24265,18.7,1199,88.7,5
3291,2014,438999,81000,23.4,1248,74.0,5
3292,2015,550000,240000,19.98,1461,108.5,7
3293,2013,409999,35000,19.1,1197,85.8,5
3294,2019,350000,15000,25.17,799,53.3,5
3295,2012,135000,49000,25.44,936,57.6,5
3296,2016,1490000,56900,13.68,2393,147.8,8
3297,2014,520000,70000,25.2,1248,74.0,5
3298,2010,315000,180000,19.3,1248,73.9,5
3299,2010,235000,50000,19.0,998,66.1,5
3300,2005,80500,50000,13.2,1495,94.0,5
3301,2013,375000,88200,23.2,1248,73.94,5
3302,2017,550000,120000,25.8,1498,98.6,5
3303,2011,260000,110000,17.8,1399,68.0,5
3304,2016,260000,65000,22.74,796,47.3,5
3305,2015,800000,15000,23.65,1248,88.5,5
3306,2010,350000,120000,17.0,1497,118.0,5
3307,1999,70000,100000,19.43284223558543,1435,88.10307019094766,5
3308,2019,892000,10000,24.3,1248,88.5,5
3309,2012,285000,70000,20.3,1248,92.0,5
3310,2012,300000,60000,19.2,1086,68.05,5
3311,2016,620000,90000,28.09,1248,88.5,5
3312,2016,270000,35000,22.74,796,47.3,5
3313,2012,300000,40000,17.92,1086,62.1,5
3314,2011,220000,80000,23.03,1396,69.0,5
3315,2012,260000,99000,15.5,1586,103.3,5
3316,2015,80000,60000,23.9,624,37.48,4
3317,2016,300000,40800,21.1,814,55.2,5
3318,2015,300000,70000,17.57,1193,88.7,5
3319,2016,400000,100000,18.15,1198,82.0,5
3320,2016,550000,8588,22.0,1197,81.8,5
3321,2015,500000,60000,25.83,1498,99.0,5
3322,2005,93000,80000,15.9,1298,85.0,5
3323,2014,500000,110000,26.0,1498,98.6,5
3324,2018,670000,150000,23.59,1364,67.05,5
3325,2012,750000,120000,12.8,2494,102.0,7
3326,2012,100000,70000,16.1,796,37.0,4
3327,2016,425000,50000,19.81,1086,68.05,5
3328,2006,370000,305000,12.8,2494,102.0,8
3329,2009,229999,212000,11.57,2179,138.1,7
3330,2010,235000,50000,10.71,1948,90.0,14
3331,2017,700000,70000,25.5,1498,98.6,5
3332,2016,475000,50000,22.95,1248,74.0,5
3333,2015,610000,120000,21.14,1498,103.52,5
3334,2015,520000,120000,11.57,2179,138.1,7
3335,2015,700000,120000,20.77,1248,88.76,7
3336,2017,590000,70000,25.8,1498,98.6,5
3337,2002,140000,80000,18.9,998,67.1,5
3338,2017,725000,100000,18.49,1493,100.0,7
3339,2017,1680000,157000,13.68,2393,147.8,7
3340,2012,240000,90000,23.2,1248,73.94,5
3341,2013,667000,65000,14.6,2231,184.0,7
3342,2015,400000,30000,23.1,998,67.04,5
3343,2015,599000,70000,16.02,1373,93.7,7
3344,2016,725000,100000,21.38,1396,88.7,5
3345,2015,525000,120000,17.4,1497,117.3,5
3346,2012,190000,110000,21.0,1199,75.0,5
3347,2015,310000,60000,24.0,1120,70.0,5
3348,2016,380000,90000,24.0,1120,70.0,5
3349,2012,204000,110000,20.92,998,67.1,5
3350,2018,350000,25000,20.3,998,68.05,5
3351,2013,350000,100000,20.54,1598,103.6,5
3352,2012,175000,120000,20.0,1399,68.0,5
3353,2011,340000,90000,20.54,1598,103.6,5
3354,2017,950000,35000,17.4,1497,117.6,5
3355,2017,894999,35000,17.8,1497,117.3,5
3356,2014,350000,101200,15.3,2956,83.83,7
3357,2005,100000,90000,12.8,1396,85.0,5
3358,2016,550000,76000,26.59,1248,74.0,5
3359,2016,800000,90000,16.0,2179,140.0,7
3360,2008,500000,179150,11.57,2179,138.1,7
3361,2003,42000,62000,16.1,796,37.0,4
3362,2019,694000,35000,28.4,1248,74.02,5
3363,2016,861999,120000,16.0,2179,140.0,7
3364,2017,650000,50000,25.8,1498,98.6,5
3365,2011,310000,70000,19.3,1248,73.9,5
3366,2013,360000,97000,22.9,1248,74.0,5
3367,2012,500000,84487,15.1,2179,140.0,7
3368,2010,475000,100000,12.8,2494,102.0,7
3369,2007,100000,60000,19.7,796,46.3,5
3370,2009,200000,110000,15.0,1586,104.68,5
3371,2010,245000,146000,14.0,2498,112.0,7
3372,2014,450000,70000,23.4,1248,74.0,5
3373,2017,800000,51146,24.3,1248,88.5,5
3374,2011,215000,40000,21.1,1197,85.8,5
3375,2017,760000,50000,24.3,1248,88.5,5
3376,2015,416000,80000,20.14,1498,88.8,5
3377,2011,195000,120000,18.9,998,67.1,5
3378,2017,325000,23000,24.7,796,47.3,5
3379,2010,145000,70000,20.92,998,67.1,5
3380,2018,675000,23000,28.4,1248,74.0,5
3381,2016,340000,30000,20.51,998,67.04,5
3382,2011,340000,50000,19.0,1248,90.0,5
3383,2014,260000,40000,16.8,796,34.2,5
3384,2007,75000,60000,16.1,796,37.0,4
3385,2011,350000,80000,19.4,1405,70.0,5
3386,2010,170000,150000,21.12,1248,88.8,5
3387,2018,600000,40000,19.0,1197,85.8,5
3388,2010,800000,25000,16.8,1497,118.0,5
3389,2018,850000,120000,17.0,2650,80.84,7
3390,2014,980000,120000,15.1,2179,140.0,7
3391,2012,340000,270000,14.07,2956,68.4,7
3392,2018,900000,50000,24.3,1248,88.5,5
3393,2013,600000,60000,20.77,1248,88.8,7
3394,2008,270000,149000,19.3,1248,73.9,5
3395,2019,509999,5000,20.3,1086,68.0,5
3396,2013,225000,70000,19.4,1405,70.0,5
3397,2015,280000,55000,20.36,1197,78.9,5
3398,2013,440000,120000,15.96,2523,62.1,9
3399,2014,500000,291977,14.0,2179,138.1,7
3400,2005,476999,85000,11.1,2354,158.8,5
3401,2015,590000,70000,17.19,1197,81.86,5
3402,2010,500000,120000,13.1,2499,141.0,7
3403,2015,600000,40000,22.77,1498,98.59,5
3404,2016,750000,70000,15.4,1997,120.0,7
3405,2017,2950000,39000,19.59,1995,187.74,5
3406,2019,5200000,10000,18.12,1995,190.0,5
3407,2019,695000,36800,20.14,1498,88.0,5
3408,2018,690000,52200,26.59,1248,74.0,5
3409,2016,409999,78000,24.0,1186,73.97,5
3410,2020,1650000,16000,17.0,1956,167.67,5
3411,2016,2375000,30000,15.73,1968,174.33,5
3412,2017,525000,29000,24.0,1186,73.97,5
3413,2019,2150000,25000,16.3,1956,170.63,5
3414,2013,540000,60000,15.1,2179,140.0,7
3415,2017,2750000,60000,12.55,2982,168.5,7
3416,2016,1000000,112000,15.4,1997,120.0,7
3417,2018,2900000,15000,18.25,1968,187.74,5
3418,2018,975000,36000,28.09,1248,88.5,5
3419,2016,355000,60000,21.79,998,67.05,5
3420,2008,400000,120000,11.1,2354,158.8,5
3421,2018,650000,40000,20.14,1498,88.0,5
3422,2017,720000,60000,28.09,1248,88.5,5
3423,2016,850000,25000,17.01,1591,121.3,5
3424,2015,290000,42000,23.95,998,67.05,5
3425,2016,600000,90000,18.49,1493,100.0,7
3426,2011,300000,90000,21.1,1248,73.9,5
3427,2012,225000,110000,23.08,1461,63.12,5
3428,2009,240000,70000,19.3,1248,73.9,5
3429,2014,700000,80000,22.32,1582,126.32,5
3430,2016,800000,80000,21.19,1396,88.73,5
3431,2012,450000,90000,19.01,1461,108.45,5
3432,2007,90000,90000,17.2,1396,53.5,5
3433,2010,450000,120000,21.43,1364,87.2,5
3434,2012,400000,107500,19.43284223558543,1435,88.10307019094766,5
3435,2017,1465000,62000,11.36,2755,171.5,7
3436,2016,925000,79000,19.67,1582,126.2,5
3437,2015,2000000,20000,12.55,2982,168.5,7
3438,2004,80000,248200,16.1,1405,70.0,5
3439,2007,300000,110000,10.5,2179,120.0,7
3440,2009,360000,100000,19.3,1248,73.9,5
3441,2010,320000,70000,16.2,1493,110.0,5
3442,1994,99000,100000,12.8,1995,52.0,5
3443,2016,780000,50000,24.52,1248,88.5,7
3444,2013,620000,139000,20.77,1248,88.76,7
3445,2006,100000,120000,13.1,1781,149.5,5
3446,2014,210000,35000,16.7,1172,64.1,5
3447,2019,786000,7720,20.0,999,71.0,7
3448,2014,1000000,50000,15.1,2179,140.0,7
3449,2002,120000,60000,20.8,1527,58.0,5
3450,2016,750000,100000,20.8,1461,64.1,5
3451,2016,550000,57882,18.6,1197,81.83,5
3452,2018,875000,142000,14.1,2179,147.94,5
3453,2018,890000,140000,14.1,2179,147.94,5
3454,2015,550000,30000,15.96,2523,62.1,7
3455,2018,400000,10000,19.83,1198,67.0,5
3456,2015,290000,30000,23.1,998,67.04,5
3457,2012,150000,90000,19.09,1396,69.0,5
3458,2015,300000,35000,15.37,1196,73.0,7
3459,2009,220000,25000,19.43284223558543,1435,88.10307019094766,5
3460,2017,270000,31100,22.7,799,53.64,5
3461,2019,500000,5000,20.3,1086,68.0,5
3462,2013,250000,50000,21.02,1248,88.8,5
3463,2018,680000,8576,18.7,1199,88.7,5
3464,2013,220000,80000,23.03,1396,69.0,5
3465,2009,650000,242000,12.8,2494,102.0,7
3466,2018,5500000,22000,17.09,2993,261.4,4
3467,2017,875000,30000,28.4,1248,74.02,5
3468,2019,785000,9000,18.6,1197,81.83,5
3469,2017,819999,30000,17.5,1199,88.7,5
3470,2016,2950000,60000,21.76,1995,188.0,5
3471,2016,1925000,27000,13.68,2393,147.51,7
3472,2017,885000,39000,25.5,1498,98.6,5
3473,2015,680000,64000,16.05,1499,110.4,5
3474,2017,960000,42000,23.0,1498,98.96,5
3475,2012,385000,45000,18.5,1198,86.8,5
3476,2019,1650000,15000,17.0,1956,167.67,5
3477,2018,890000,55000,18.49,1493,100.0,7
3478,2015,1275000,64000,11.4,2953,153.86,7
3479,2018,6000000,27000,17.09,2993,261.4,4
3480,2019,1025000,15000,20.28,1462,103.25,5
3481,2016,675000,69000,17.2,1197,103.6,5
3482,2017,700000,80000,22.0,1197,81.8,5
3483,2016,780000,60000,22.77,1498,98.59,5
3484,2017,1050000,70000,22.32,1582,126.32,5
3485,2015,2700000,105000,13.22,2967,241.4,5
3486,2016,400000,100000,22.95,1248,74.0,5
3487,2011,400000,100000,15.96,2523,62.1,9
3488,2018,1300000,35000,17.6,2179,153.86,7
3489,2018,819999,11500,18.49,1493,100.0,7
3490,2015,620000,40000,18.49,1493,100.0,7
3491,2018,260000,50000,23.01,999,67.0,5
3492,2015,484999,55380,18.9,1197,82.0,5
3493,2015,2500000,13500,14.74,2993,270.9,5
3494,2017,650000,18816,17.0,1198,73.75,5
3495,2016,1525000,42163,11.36,2755,171.5,7
3496,2013,910000,70000,12.99,2494,100.0,8
3497,2016,300000,60000,17.88,1405,48.21,5
3498,2004,120000,80000,17.3,993,60.0,5
3499,2015,490000,45900,18.6,1197,81.83,5
3500,2011,155000,40000,19.7,796,46.3,5
3501,2013,490000,90000,12.05,2179,120.0,8
3502,2010,132000,105000,19.7,796,46.3,5
3503,2018,750000,30000,22.54,1396,88.76,5
3504,2011,225000,20000,18.9,998,67.1,5
3505,2011,240000,80000,20.36,1197,78.9,5
3506,2010,80000,80000,18.0,995,62.0,5
3507,2004,40000,120000,16.1,796,37.0,4
3508,2019,1100000,50000,21.9,1498,98.6,7
3509,2016,380000,80000,24.4,1120,71.0,5
3510,2011,300000,120000,11.57,2179,138.1,7
3511,2011,325000,70000,22.9,1248,74.0,5
3512,2016,400000,130000,25.32,1198,77.0,6
3513,2017,800000,50000,21.04,1461,83.8,8
3514,2018,950000,80000,23.0,1498,98.96,5
3515,2017,530000,59000,18.15,1198,82.0,5
3516,2013,350000,100000,18.2,1248,73.8,7
3517,2008,168000,50000,11.0,2359,165.0,5
3518,2016,240000,45000,25.17,799,53.3,5
3519,2010,220000,80000,19.3,1248,73.9,5
3520,2008,110000,80000,18.9,1061,67.0,5
3521,2018,2064000,24000,13.68,2393,147.8,8
3522,2018,950000,25000,25.1,1248,88.5,5
3523,2013,420000,40000,25.8,1498,98.6,5
3524,2010,150000,29000,16.5,1172,65.0,5
3525,2018,750000,15000,18.1,1199,88.7,5
3526,2015,790000,126000,21.43,1364,87.2,5
3527,2011,830000,300000,12.8,2494,102.0,7
3528,2015,780000,129000,21.43,1364,87.2,5
3529,2019,869999,40000,23.0,1498,98.96,5
3530,2011,275000,50000,21.12,1248,88.8,5
3531,2017,630000,25000,18.6,1197,81.83,5
